,secid,cname,cname_norm,nn_match,nn_score,nn_gvkey,nn_coname
258,10166,X RITE INC,xrite,xrite,100,12189.0,X-RITE INC
259,8281,A SCHULMAN INC,aschulman,schulmana,89,9472.0,SCHULMAN (A.) INC
260,27351,ADVANCE AUTO PARTS INC,advanceautoparts,advanceautoparts,100,145977.0,ADVANCE AUTO PARTS INC
261,11705,RALCORP HOLDINGS INC NEW,ralcorpholdingsincnew,ralcorpholdings,83,29942.0,RALCORP HOLDINGS INC
262,5177,INTERNATIONAL RECTIFIER CORP,internationalrectifier,intlrectifier,74,6109.0,INTL RECTIFIER CORP
263,1265,BECTON DICKINSON & CO,bectondickinsoncompany,bectondickinsoncompany,100,2111.0,BECTON DICKINSON & CO
264,9682,URBAN OUTFITTERS INC,urbanoutfitters,amerneagleoutfitters,69,30059.0,AMERN EAGLE OUTFITTERS INC
265,154,AK STEEL HOLDING CORP,aksteelholding,aksteelholding,100,29968.0,AK STEEL HOLDING CORP
266,7642,PDL BIOPHARMA INC,pdlbiopharma,pdlbiopharma,100,24878.0,PDL BIOPHARMA INC
267,5780,LONGS DRUG STORES CORP,longsdrugstores,longsdrugstores,100,6802.0,LONGS DRUG STORES CORP
268,22718,ECLIPSYS CORP,eclipsys,eclipsys,100,113270.0,ECLIPSYS CORP
269,5749,LOJACK CORP,lojack,lojack,100,12789.0,LOJACK CORP
270,23651,LIFE TECHNOLOGIES CORP,lifetechnologies,lifetechnologies,100,118577.0,LIFE TECHNOLOGIES CORP
271,3953,FRED S INC,freds,freds,100,12403.0,FREDS INC
272,27804,NETFLIX INC,netflix,netflix,100,147579.0,NETFLIX INC
273,10111,WINNEBAGO INDUSTRIES INC,winnebagoindustries,winnebagoindustries,100,11537.0,WINNEBAGO INDUSTRIES
274,2539,MOLSON COORS BREWING CO,molsoncoorsbrewingcompany,molsoncoorsbeveragecompany,82,3505.0,MOLSON COORS BEVERAGE CO
275,6806,NORTHROP GRUMMAN CORP NEW,northropgrummancorpnew,northropgrumman,81,7985.0,NORTHROP GRUMMAN CORP
276,24194,BROCADE COMMUNICATIONS SYSTEMS INC,brocadecommunicationssystems,brocadecommunicationssys,92,120774.0,BROCADE COMMUNICATIONS SYS
277,23371,SELECT COMFORT CORP,selectcomfort,electronicarts,59,16721.0,ELECTRONIC ARTS INC
278,6834,NOVELL INC,novell,novell,100,11910.0,NOVELL INC
279,9053,TECHNE CORP,techne,biotechne,80,15414.0,BIO-TECHNE CORP
280,1529,BRISTOL MYERS SQUIBB CO,bristolmyerssquibbcompany,bristolmyerssquibbcompany,100,2403.0,BRISTOL-MYERS SQUIBB CO
281,1703,CUNO INC,cuno,cuno,100,63559.0,CUNO INC
282,3071,DUPONT PHOTOMASKS INC,dupontphotomasks,dupontphotomasks,100,63052.0,DUPONT PHOTOMASKS INC
283,2786,DANAHER CORP,danaher,danaher,100,3735.0,DANAHER CORP
284,328,ADVENT SOFTWARE INC,adventsoftware,adventsoftware,100,61557.0,ADVENT SOFTWARE INC
285,3894,FORD MOTOR CO,fordmotorcompany,fordmotorcompany,100,4839.0,FORD MOTOR CO
286,273,ADOBE SYSTEMS INC,adobesystems,esystems,80,4159.0,E-SYSTEMS INC
287,2682,CUMMINS INC,cummins,cummins,100,3650.0,CUMMINS INC
288,8515,SMITH INTERNATIONAL INC,smithinternational,smithinternational,100,9772.0,SMITH INTERNATIONAL INC
289,15794,GEN PROBE INC,genprobe,genprobe,100,14186.0,GEN-PROBE INC
290,4279,GOODYEAR TIRE & RUBBER CO,goodyeartirerubbercompany,goodyeartirerubbercompany,100,5234.0,GOODYEAR TIRE & RUBBER CO
291,8860,SUNOCO INC,sunoco,sunoco,100,10156.0,SUNOCO INC
292,7378,ALTRIA GROUP INC,altriagroup,altriagroup,100,8543.0,ALTRIA GROUP INC
293,4640,HELMERICH & PAYNE INC,helmerichpayne,helmerichpayne,100,5581.0,HELMERICH & PAYNE
294,6154,MERIDIAN BIOSCIENCE INC,meridianbioscience,meridianbioscience,100,12433.0,MERIDIAN BIOSCIENCE INC
295,2028,CERADYNE INC,ceradyne,ceradyne,100,2888.0,CERADYNE INC
296,4684,HILL ROM HOLDINGS INC,hillromholdings,hillromholdings,100,5639.0,HILL-ROM HOLDINGS INC
297,1574,BUCKLE INC,buckle,bruker,67,138483.0,BRUKER CORP
298,3946,FRANKLIN COVEY CO,franklincoveycompany,franklincoveycompany,100,25331.0,FRANKLIN COVEY CO
299,4137,NEIGHBORCARE INC,neighborcare,neighborcare,100,24187.0,NEIGHBORCARE INC
300,2559,CORNING INC,corning,corning,100,3532.0,CORNING INC
301,7208,PAREXEL INTERNATIONAL CORP,parexelinternational,parexelinternational,100,61600.0,PAREXEL INTERNATIONAL CORP
302,1035,AVERY DENNISON CORP,averydennison,averydennison,100,1913.0,AVERY DENNISON CORP
303,4578,HEALTH MANAGEMENT ASSOCIATES INC,healthmanagementassociates,healthmanagementassoc,89,12338.0,HEALTH MANAGEMENT ASSOC
304,768,ANDREW CORP,andrew,andrew,100,1651.0,ANDREW CORP
305,6340,3M CO,3mcompany,3mcompany,100,7435.0,3M CO
306,1264,BECKMAN COULTER INC,beckmancoulter,beckmancoulter,100,15106.0,BECKMAN COULTER INC
307,24492,TIBCO SOFTWARE INC,tibcosoftware,tibcosoftware,100,122061.0,TIBCO SOFTWARE INC
308,9350,TRANSWITCH CORP,transwitch,transwitch,100,60846.0,TRANSWITCH CORP
309,28091,DICK S SPORTING GOODS INC,dickssportinggoods,dickssportinggoods,100,150139.0,DICKS SPORTING GOODS INC
310,2855,DECKERS OUTDOOR CORP,deckersoutdoor,deckersoutdoor,100,29015.0,DECKERS OUTDOOR CORP
311,27083,OMNICELL INC,omnicell,omnicell,100,142956.0,OMNICELL INC
312,8267,SCANSOURCE INC,scansource,scansource,100,29910.0,SCANSOURCE INC
313,22197,BROADCOM CORP,broadcom,broadcom,100,,
314,24364,UNWIRED PLANET INC NEW,unwiredplanetincnew,unitedbanksharesincwv,60,17248.0,UNITED BANKSHARES INC/WV
315,12326,ISLAND PACIFIC INC,islandpacific,louisianapacific,76,6821.0,LOUISIANA-PACIFIC CORP
316,18580,CHILDREN S PLACE RETAIL STORES INC,childrensplaceretailstores,childrensplace,70,65430.0,CHILDRENS PLACE INC
317,9964,ACTAVIS INC,actavis,activision,71,1111.0,ACTIVISION INC
318,3992,H B FULLER CO,hbfullercompany,fullerhbcompany,87,4926.0,FULLER (H. B.) CO
319,8192,ST JUDE MEDICAL INC,stjudemedical,stjudemedical,100,9372.0,ST JUDE MEDICAL INC
320,9658,SENSIENT TECHNOLOGIES CORP,sensienttechnologies,sensienttechnologies,100,11012.0,SENSIENT TECHNOLOGIES CORP
321,18908,POWER ONE INC NEW,poweroneincnew,powerone,73,65554.0,POWER-ONE INC
322,27310,DJ ORTHOPEDICS INC,djorthopedics,orthosynetics,69,31223.0,ORTHOSYNETICS INC
323,3970,FRESH CHOICE INC,freshchoice,freshchoice,100,25981.0,FRESH CHOICE INC
324,2955,DIGENE CORP,digene,digene,100,62913.0,DIGENE CORP
325,6625,NAVISTAR INTERNATIONAL CORP,navistarinternational,navistarinternational,100,6081.0,NAVISTAR INTERNATIONAL CORP
326,935,ASPEN TECHNOLOGY INC,aspentechnology,aspentechnology,100,30870.0,ASPEN TECHNOLOGY INC
327,1210,C R BARD INC,crbard,scoreboard,75,13775.0,SCORE BOARD INC
328,5522,LCA VISION INC,lcavision,activision,74,1111.0,ACTIVISION INC
329,2115,CHICO S FAS INC,chicosfas,chicosfas,100,27981.0,CHICOS FAS INC
330,288,ADVANCED FIBRE COMMUNICATIONS INC,advancedfibrecommunications,adctelecommunications,79,1013.0,ADC TELECOMMUNICATIONS INC
331,3016,DONALDSON CO INC,donaldsoncompany,donaldsoncompany,100,4036.0,DONALDSON CO INC
332,4562,HAVERTY FURNITURE COS INC,havertyfurniturecos,havertyfurniture,91,5523.0,HAVERTY FURNITURE
333,6638,SPECTRUM PHARMACEUTICALS INC,spectrumpharmaceuticals,spectrumpharmaceuticals,100,63650.0,SPECTRUM PHARMACEUTICALS INC
334,5619,LAWSON PRODUCTS INC,lawsonproducts,avonproducts,85,1920.0,AVON PRODUCTS
335,19824,IAC INTERACTIVECORP,iacinteractivecorp,mercuryinteractive,67,29095.0,MERCURY INTERACTIVE CORP
336,2860,DEERE & CO,deerecompany,deerecompany,100,3835.0,DEERE & CO
337,5778,RARE HOSPITALITY INTERNATIONAL INC,rarehospitalityinternational,rarehospitalityintl,81,25111.0,RARE HOSPITALITY INTL INC
338,5426,KENNAMETAL INC,kennametal,kennametal,100,6386.0,KENNAMETAL INC
339,207,ABERCROMBIE & FITCH CO DE,abercrombiefitchcode,abercrombiefitch,89,63643.0,ABERCROMBIE & FITCH  -CL A
340,24981,RETEK INC,retek,retek,100,126599.0,RETEK INC
341,5496,KOPIN CORP,kopin,kopin,100,25166.0,KOPIN CORP
342,7392,PHOENIX TECHNOLOGIES LTD,phoenixtechnologies,phoenixtechnologies,100,14626.0,PHOENIX TECHNOLOGIES LTD
343,10195,YAHOO INC,yahoo,amoco,60,1609.0,AMOCO CORP
344,2294,COLGATE PALMOLIVE CO,colgatepalmolivecompany,colgatepalmolivecompany,100,3170.0,COLGATE-PALMOLIVE CO
345,1252,BE AEROSPACE INC,beaerospace,beaerospace,100,21487.0,B/E AEROSPACE INC
346,5678,LIBBEY INC,libbey,libbey,100,28462.0,LIBBEY INC
347,12633,CORRECTIONS CORP OF AMERICA MD,correctionscorpofamericamd,correctionscorpofamerica,96,12633.0,CORRECTIONS CORP OF AMERICA
348,26176,POLYONE CORP,polyone,polycom,71,62730.0,POLYCOM INC
349,9460,MARATHON OIL CORP,marathonoil,marathonoil,100,7017.0,MARATHON OIL CORP
350,9782,VERTEX PHARMACEUTICALS INC,vertexpharmaceuticals,vertexpharmaceuticals,100,24344.0,VERTEX PHARMACEUTICALS INC
351,1777,CAMBREX CORP,cambrex,cambrex,100,13839.0,CAMBREX CORP
352,3201,ECOLAB INC,ecolab,ecolab,100,4213.0,ECOLAB INC
353,25551,LUMINEX CORP,luminex,luminex,100,133504.0,LUMINEX CORP
354,9181,THERMO FISHER SCIENTIFIC INC,thermofisherscientific,thermofisherscientific,100,10530.0,THERMO FISHER SCIENTIFIC INC
355,2218,CLARCOR INC,clarcor,clarcor,100,3093.0,CLARCOR INC
356,6495,NCI BUILDING SYSTEMS INC,ncibuildingsystems,pliantsystems,65,28533.0,PLIANT SYSTEMS INC
357,1961,CELGENE CORP,celgene,celgene,100,13599.0,CELGENE CORP
358,7190,PAPA JOHN S INTERNATIONAL INC,papajohnsinternational,papajohnsinternational,100,28397.0,PAPA JOHNS INTERNATIONAL INC
359,9728,VALMONT INDUSTRIES INC,valmontindustries,valmontindustries,100,11094.0,VALMONT INDUSTRIES INC
360,3902,FOREST LABORATORIES INC,forestlaboratories,forestlaboratories,100,4843.0,FOREST LABORATORIES  -CL A
361,8039,ROGERS CORP,rogers,rogers,100,9216.0,ROGERS CORP
362,10386,CUBIST PHARMACEUTICALS INC,cubistpharmaceuticals,cubistpharmaceuticals,100,63866.0,CUBIST PHARMACEUTICALS INC
363,2707,CYPRESS SEMICONDUCTOR CORP,cypresssemiconductor,cypresssemiconductor,100,12215.0,CYPRESS SEMICONDUCTOR CORP
364,9883,WD 40 CO,wd40company,wd40company,100,11234.0,WD-40 CO
365,5070,INTEGRATED DEVICE TECHNOLOGY INC,integrateddevicetechnology,integrateddevicetech,87,6003.0,INTEGRATED DEVICE TECH INC
366,408,ALEXION PHARMACEUTICALS INC,alexionpharmaceuticals,alexionpharmaceuticals,100,62263.0,ALEXION PHARMACEUTICALS INC
367,8723,STANLEY BLACK & DECKER INC,stanleyblackdecker,stanleyblackdecker,100,10016.0,STANLEY BLACK & DECKER INC
368,6011,MATTHEWS INTERNATIONAL CORP,matthewsinternational,smithinternational,82,9772.0,SMITH INTERNATIONAL INC
369,688,AMERICAN VANGUARD CORP,americanvanguard,americanvanguard,100,1585.0,AMERICAN VANGUARD CORP
370,4120,GENERAL MILLS INC,generalmills,generalmills,100,5071.0,GENERAL MILLS INC
371,5224,INVACARE CORP,invacare,invacare,100,6158.0,INVACARE CORP
372,22362,MANHATTAN ASSOCIATES INC,manhattanassociates,manhattanassociates,100,109826.0,MANHATTAN ASSOCIATES INC
373,1292,BEMIS CO INC,bemiscompany,bemiscompany,100,2154.0,BEMIS CO INC
374,7891,REHABCARE GROUP INC,rehabcaregroup,rehabcaregroup,100,24219.0,REHABCARE GROUP INC
